,Reference,TAC ID,Species_x,TAC Zone,Level,TAC for comparison,Year,Amendment/Original,FishStock,FishStockTAC,area,speciesAcronym,_merge,Area,Species_y,Belgium,China,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Guernsey,Iceland,Ireland,Isle of Man,Japan,Jersey,"Korea, Republic of",Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Spain,Sweden,"Taiwan, Province of China",United Kingdom of GB,tacCatches
2602,(MAC/2CX14-) - 2020 - TAC - Original,(MAC/2CX14-),Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.b,mac,both,27.8.b,mac,,,,,,,961.379,587.4979,,,,0.0,,,,,,,0.0,,,34.68,,1908.49,,,1152.2367,both
2603,(MAC/8C3411) - 2020 - TAC - Original,(MAC/8C3411),Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.b,mac,both,27.8.b,mac,,,,,,,961.379,587.4979,,,,0.0,,,,,,,0.0,,,34.68,,1908.49,,,1152.2367,both
2604,(MAC/2A4A-N) - 2020 - TAC - Original,(MAC/2A4A-N),Mackerel,Norwegian waters of 2a and 4a,TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.c,mac,both,27.8.c,mac,,,,,,,122.439,,,,,,,,,,,,,,,4256.49,,30867.65,,,0.0,both
2605,(MAC/2A34.) - 2020 - TAC - Original,(MAC/2A34.),Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.c,mac,both,27.8.c,mac,,,,,,,122.439,,,,,,,,,,,,,,,4256.49,,30867.65,,,0.0,both
2606,(MAC/2CX14-) - 2020 - TAC - Original,(MAC/2CX14-),Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.c,mac,both,27.8.c,mac,,,,,,,122.439,,,,,,,,,,,,,,,4256.49,,30867.65,,,0.0,both
2607,(MAC/8C3411) - 2020 - TAC - Original,(MAC/8C3411),Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.c,mac,both,27.8.c,mac,,,,,,,122.439,,,,,,,,,,,,,,,4256.49,,30867.65,,,0.0,both
2608,(MAC/2A4A-N) - 2020 - TAC - Original,(MAC/2A4A-N),Mackerel,Norwegian waters of 2a and 4a,TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.1,mac,both,27.8.d.1,mac,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,both
2609,(MAC/2A34.) - 2020 - TAC - Original,(MAC/2A34.),Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.1,mac,both,27.8.d.1,mac,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,both
2610,(MAC/2CX14-) - 2020 - TAC - Original,(MAC/2CX14-),Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.1,mac,both,27.8.d.1,mac,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,both
2611,(MAC/8C3411) - 2020 - TAC - Original,(MAC/8C3411),Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.1,mac,both,27.8.d.1,mac,,,,,,,,0.0,,,,,,,,,,,,,,,,0.0,,,,both
2612,(MAC/2A4A-N) - 2020 - TAC - Original,(MAC/2A4A-N),Mackerel,Norwegian waters of 2a and 4a,TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.2,mac,both,27.8.d.2,mac,,,,,,,480.086,315.2171,,,,0.0,,,,,,,0.0,,,,,0.61,,,0.0,both
2613,(MAC/2A34.) - 2020 - TAC - Original,(MAC/2A34.),Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.2,mac,both,27.8.d.2,mac,,,,,,,480.086,315.2171,,,,0.0,,,,,,,0.0,,,,,0.61,,,0.0,both
2614,(MAC/2CX14-) - 2020 - TAC - Original,(MAC/2CX14-),Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.2,mac,both,27.8.d.2,mac,,,,,,,480.086,315.2171,,,,0.0,,,,,,,0.0,,,,,0.61,,,0.0,both
2615,(MAC/8C3411) - 2020 - TAC - Original,(MAC/8C3411),Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.d.2,mac,both,27.8.d.2,mac,,,,,,,480.086,315.2171,,,,0.0,,,,,,,0.0,,,,,0.61,,,0.0,both
2616,(MAC/2A4A-N) - 2020 - TAC - Original,(MAC/2A4A-N),Mackerel,Norwegian waters of 2a and 4a,TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.1,mac,both,27.8.e.1,mac,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,both
2617,(MAC/2A34.) - 2020 - TAC - Original,(MAC/2A34.),Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.1,mac,both,27.8.e.1,mac,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,both
2618,(MAC/2CX14-) - 2020 - TAC - Original,(MAC/2CX14-),Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.1,mac,both,27.8.e.1,mac,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,both
2619,(MAC/8C3411) - 2020 - TAC - Original,(MAC/8C3411),Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.1,mac,both,27.8.e.1,mac,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,both
2620,(MAC/2A4A-N) - 2020 - TAC - Original,(MAC/2A4A-N),Mackerel,Norwegian waters of 2a and 4a,TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.2,mac,both,27.8.e.2,mac,,,,,,,0.395,,,,,,,,,,,,,,,,,0.0,,,,both
2621,(MAC/2A34.) - 2020 - TAC - Original,(MAC/2A34.),Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.2,mac,both,27.8.e.2,mac,,,,,,,0.395,,,,,,,,,,,,,,,,,0.0,,,,both
2622,(MAC/2CX14-) - 2020 - TAC - Original,(MAC/2CX14-),Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.2,mac,both,27.8.e.2,mac,,,,,,,0.395,,,,,,,,,,,,,,,,,0.0,,,,both
2623,(MAC/8C3411) - 2020 - TAC - Original,(MAC/8C3411),Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.8.e.2,mac,both,27.8.e.2,mac,,,,,,,0.395,,,,,,,,,,,,,,,,,0.0,,,,both
2624,(MAC/2A4A-N) - 2020 - TAC - Original,(MAC/2A4A-N),Mackerel,Norwegian waters of 2a and 4a,TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.9.a,mac,both,27.9.a,mac,,,,,,,,,,,,,,,,,,,,,,585.26,,1403.75,,,,both
2625,(MAC/2A34.) - 2020 - TAC - Original,(MAC/2A34.),Mackerel,"3a and 4; Union waters of 2a, 3b, 3c and Subdivisions 22-32",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.9.a,mac,both,27.9.a,mac,,,,,,,,,,,,,,,,,,,,,,585.26,,1403.75,,,,both
2626,(MAC/2CX14-) - 2020 - TAC - Original,(MAC/2CX14-),Mackerel,"6, 7, 8a, 8b, 8d and 8e; Union and international waters of 5b; international waters of 2a, 12 and 14",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.9.a,mac,both,27.9.a,mac,,,,,,,,,,,,,,,,,,,,,,585.26,,1403.75,,,,both
2627,(MAC/8C3411) - 2020 - TAC - Original,(MAC/8C3411),Mackerel,"8c, 9 and 10; Union waters of CECAF 34.1.1",TAC,922064,2020.0,Original,mac.27.nea,mac.27.nea,27.9.a,mac,both,27.9.a,mac,,,,,,,,,,,,,,,,,,,,,,585.26,,1403.75,,,,both
2628,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.b,meg,both,27.7.b,meg,,,,,,,15.43,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2629,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.b,meg,both,27.7.b,meg,,,,,,,15.43,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2630,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2631,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2632,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.2,meg,both,27.7.c.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2633,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.2,meg,both,27.7.c.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2634,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.d,meg,both,27.7.d,meg,,,,,,,0.53,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2635,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.d,meg,both,27.7.d,meg,,,,,,,0.53,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2636,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.e,meg,both,27.7.e,meg,,,,,,,60.45,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2637,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.e,meg,both,27.7.e,meg,,,,,,,60.45,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2638,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.f,meg,both,27.7.f,meg,,,,,,,42.05,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2639,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.f,meg,both,27.7.f,meg,,,,,,,42.05,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2640,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.g,meg,both,27.7.g,meg,,,,,,,448.3,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2641,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.g,meg,both,27.7.g,meg,,,,,,,448.3,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2642,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.h,meg,both,27.7.h,meg,,,,,,,866.96,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2643,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.h,meg,both,27.7.h,meg,,,,,,,866.96,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2644,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2645,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2646,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.2,meg,both,27.7.j.2,meg,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,both
2647,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.2,meg,both,27.7.j.2,meg,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,both
2648,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2649,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2650,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.2,meg,both,27.7.k.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2651,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.2,meg,both,27.7.k.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2652,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.a,meg,both,27.8.a,meg,,,,,,,662.5,,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
2653,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.a,meg,both,27.8.a,meg,,,,,,,662.5,,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
2654,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.b,meg,both,27.8.b,meg,,,,,,,15.3,,,,,,,,,,,,,,,0.1,,0.0,,,,both
2655,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.b,meg,both,27.8.b,meg,,,,,,,15.3,,,,,,,,,,,,,,,0.1,,0.0,,,,both
2656,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.d.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2657,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.d.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2658,(LEZ/07.) - 2012 - TAC - Original,(LEZ/07.),Megrims,7,TAC,17385,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.d.2,meg,both,27.8.d.2,meg,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
2659,(LEZ/8ABDE.) - 2012 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1716,2012.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.d.2,meg,both,27.8.d.2,meg,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,both
2660,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.b,meg,both,27.7.b,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2661,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.b,meg,both,27.7.b,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2662,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2663,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2664,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.2,meg,both,27.7.c.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2665,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.c.2,meg,both,27.7.c.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2666,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.d,meg,both,27.7.d,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2667,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.d,meg,both,27.7.d,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2668,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.e,meg,both,27.7.e,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2669,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.e,meg,both,27.7.e,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2670,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.f,meg,both,27.7.f,meg,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2671,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.f,meg,both,27.7.f,meg,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2672,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.g,meg,both,27.7.g,meg,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2673,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.g,meg,both,27.7.g,meg,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,0.0,both
2674,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.h,meg,both,27.7.h,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2675,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.h,meg,both,27.7.h,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,0.0,both
2676,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2677,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2678,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.2,meg,both,27.7.j.2,meg,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,both
2679,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.j.2,meg,both,27.7.j.2,meg,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,both
2680,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2681,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.1,meg,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
2682,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.2,meg,both,27.7.k.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2683,(LEZ/8ABDE.) - 2016 - TAC - Original,(LEZ/8ABDE.),Megrims,"8a, 8b, 8d and 8e",TAC,1802,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.7.k.2,meg,both,27.7.k.2,meg,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,both
2684,(LEZ/07.) - 2016 - TAC - Original,(LEZ/07.),Megrims,7,TAC,18254,2016.0,Original,meg.27.7b-k8abd,ldb.27.7b-k8abd + meg.27.7b-k8abd,27.8.a,meg,both,27.8.a,meg,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,0.0,,,0.0,both
