"COUNTRY","Country","VARIABLE","Variable","MEASURE","Measure","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,343386.09336466,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3487976.8964426,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,8591273.9135086,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2446743.4018589,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2899030.0970599,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2862799.7913081,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,5340847.4726328,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,3735167.5316224,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,3895249.2626882,,
"CHL","Chile","IFINP_FIX","I.A.2. Transfers based on fixed capital formation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,3689615.7185749,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,444721.92666989,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,343386.09336466,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,3487976.8964426,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,8591273.9135086,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,2446743.4018589,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2899030.0970599,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2862799.7913081,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,5340847.4726328,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,3735167.5316224,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,3895249.2626882,,
"CHL","Chile","IFINP_FIX_M","I.A.2.2.Support to modernisation","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,3689615.7185749,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,2114586.0922434,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,991475.62981736,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,5340302.3062578,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1560526.3349277,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1216712.4651989,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,5213791.5420528,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,7945422.3452072,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,7278942.9068992,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,7246424.3555826,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2376694.5868844,,
"CHL","Chile","GSINF","II.B. Provision of infrastructure","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,454848.79080736,,
"CHL","Chile","GSINF_ACC","II.B.2. Subsidized access to infrastructure","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,454848.79080736,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,5694519.1677338,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,6134613.2438689,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,4040258.7671318,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,9378300.909698,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,5473366.0414166,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,2674370.1654516,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,5504031.1766284,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,1620849.2080066,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2957475.787158,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,586562.43194392,,
"CHL","Chile","GSMKG","II.C. Marketing and promotion","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,2029528.7300315,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,791989.35706335,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1188819.2039558,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1502313.6877428,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1235862.5560994,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1523387.7948975,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,5128512.4659729,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,2415228.6549966,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,2022127.4192385,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,2812884.9052944,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,2615619.9635135,,
"CHL","Chile","GSEDU","II.E. Education and training","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,0,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2010","2010","USD","US Dollar","0","Units",,,390014.07061129,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2011","2011","USD","US Dollar","0","Units",,,1140414.176337,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2012","2012","USD","US Dollar","0","Units",,,1532973.1507579,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2013","2013","USD","US Dollar","0","Units",,,1155706.1380678,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2014","2014","USD","US Dollar","0","Units",,,1012028.5880057,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2015","2015","USD","US Dollar","0","Units",,,170710.98204523,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2016","2016","USD","US Dollar","0","Units",,,491470.94723768,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2017","2017","USD","US Dollar","0","Units",,,962295.05718285,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2018","2018","USD","US Dollar","0","Units",,,58588.924426246,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2019","2019","USD","US Dollar","0","Units",,,0,,
"CHL","Chile","GSMSC","II.H. Miscellaneous support for services to the sector","USD","US dollar","2020","2020","USD","US Dollar","0","Units",,,3902169.0292134,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2010","2010","CNY","Yuan Renminbi","0","Units",,,17189140000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2011","2011","CNY","Yuan Renminbi","0","Units",,,23990000000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2012","2012","CNY","Yuan Renminbi","0","Units",,,39147400000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2013","2013","CNY","Yuan Renminbi","0","Units",,,38332718000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2014","2014","CNY","Yuan Renminbi","0","Units",,,29540159000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2015","2015","CNY","Yuan Renminbi","0","Units",,,24180000000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2016","2016","CNY","Yuan Renminbi","0","Units",,,18764919605,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2017","2017","CNY","Yuan Renminbi","0","Units",,,16252444000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2018","2018","CNY","Yuan Renminbi","0","Units",,,11070000000,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2019","2019","CNY","Yuan Renminbi","0","Units",,,20404647305,,
"CHN","China (People's Republic of)","IFINP","I.A. Transfers based on input use","NAT","National currency","2020","2020","CNY","Yuan Renminbi","0","Units",,,21006037354,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2010","2010","CNY","Yuan Renminbi","0","Units",,,17165000000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2011","2011","CNY","Yuan Renminbi","0","Units",,,23990000000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2012","2012","CNY","Yuan Renminbi","0","Units",,,35113000000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2013","2013","CNY","Yuan Renminbi","0","Units",,,38132718000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2014","2014","CNY","Yuan Renminbi","0","Units",,,29066359000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2015","2015","CNY","Yuan Renminbi","0","Units",,,20000000000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2016","2016","CNY","Yuan Renminbi","0","Units",,,13314919605,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2017","2017","CNY","Yuan Renminbi","0","Units",,,11753234000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2018","2018","CNY","Yuan Renminbi","0","Units",,,11070000000,,
"CHN","China (People's Republic of)","IFINP_VAR","I.A.1. Transfers based on variable input use","NAT","National currency","2019","2019","CNY","Yuan Renminbi","0","Units",,,18764206457,,
